prefixo_veiculo,veiculo_acessivel_pessoas_deficiencia,horario_universal_localizacao_capturada,latitude_localizada,longitude_localizada,sv,is,hora_referencia_infos,letreiro_completo,codigo_linha,sentido_linha,letreiro_destino_linha,letreiro_origem_linha,quantidade_veiculos_localizados
77853,True,2024-10-14T00:14:25Z,-23.670895,-46.75936299999999,,,21:14,6475-10,34085,2,TERM. BANDEIRA,JD. VAZ DE LIMA,5
77852,True,2024-10-14T00:14:23Z,-23.6200835,-46.702670499999996,,,21:14,6475-10,34085,2,TERM. BANDEIRA,JD. VAZ DE LIMA,5
77855,True,2024-10-14T00:14:15Z,-23.660224499999998,-46.767281,,,21:14,6475-10,34085,2,TERM. BANDEIRA,JD. VAZ DE LIMA,5
77857,True,2024-10-14T00:14:02Z,-23.549404,-46.639666,,,21:14,6475-10,34085,2,TERM. BANDEIRA,JD. VAZ DE LIMA,5
77854,True,2024-10-14T00:14:11Z,-23.6634395,-46.7696465,,,21:14,6475-10,34085,2,TERM. BANDEIRA,JD. VAZ DE LIMA,5
26131,True,2024-10-14T00:14:16Z,-23.477405,-46.662701,,,21:14,128Y-10,33611,2,LAPA,JD. PERY ALTO,2
26055,True,2024-10-14T00:14:21Z,-23.5021685,-46.666123999999996,,,21:14,128Y-10,33611,2,LAPA,JD. PERY ALTO,2
63283,True,2024-10-14T00:14:16Z,-23.69054175,-46.64376375,,,21:14,5106-31,1305,1,METRÔ ANA ROSA,JD. SELMA,4
63356,True,2024-10-14T00:14:11Z,-23.687447499999998,-46.655168,,,21:14,5106-31,1305,1,METRÔ ANA ROSA,JD. SELMA,4
63281,True,2024-10-14T00:14:24Z,-23.632468250000002,-46.645695,,,21:14,5106-31,1305,1,METRÔ ANA ROSA,JD. SELMA,4
63280,True,2024-10-14T00:14:40Z,-23.585719625,-46.6440425,,,21:14,5106-31,1305,1,METRÔ ANA ROSA,JD. SELMA,4
45566,True,2024-10-14T00:14:05Z,-23.55342375,-46.52788325,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45495,True,2024-10-14T00:14:22Z,-23.573605,-46.49362,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45451,True,2024-10-14T00:14:26Z,-23.570334,-46.487399499999995,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45399,True,2024-10-14T00:14:08Z,-23.570103,-46.486686,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45618,True,2024-10-14T00:13:57Z,-23.5670195,-46.5109545,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45317,True,2024-10-14T00:14:35Z,-23.570103,-46.486686,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
45008,True,2024-10-14T00:13:58Z,-23.569862999999998,-46.486264500000004,,,21:14,3778-10,33830,2,METRÔ CARRÃO,JD. STA. TEREZINHA,7
16674,True,2024-10-14T00:13:54Z,-23.457788,-46.68219499999999,,,21:14,9191-10,810,1,BOM RETIRO,JD. ELISA MARIA,4
16004,True,2024-10-14T00:14:39Z,-23.457959,-46.681827,,,21:14,9191-10,810,1,BOM RETIRO,JD. ELISA MARIA,4
16217,True,2024-10-14T00:13:54Z,-23.475762125,-46.66957275,,,21:14,9191-10,810,1,BOM RETIRO,JD. ELISA MARIA,4
16744,True,2024-10-14T00:14:15Z,-23.4578685,-46.6820295,,,21:14,9191-10,810,1,BOM RETIRO,JD. ELISA MARIA,4
63094,True,2024-10-14T00:14:31Z,-23.54756425,-46.638352749999996,,,21:14,509M-10,34045,2,TERM. PRINC. ISABEL,JD. MIRIAM,4
63097,True,2024-10-14T00:13:55Z,-23.6804135,-46.6374885,,,21:14,509M-10,34045,2,TERM. PRINC. ISABEL,JD. MIRIAM,4
63090,True,2024-10-14T00:14:13Z,-23.638122250000002,-46.677111749999995,,,21:14,509M-10,34045,2,TERM. PRINC. ISABEL,JD. MIRIAM,4
63086,True,2024-10-14T00:14:24Z,-23.6825915,-46.6374775,,,21:14,509M-10,34045,2,TERM. PRINC. ISABEL,JD. MIRIAM,4
45507,True,2024-10-14T00:14:31Z,-23.584741,-46.495041,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45356,True,2024-10-14T00:14:38Z,-23.564367,-46.5605845,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45432,True,2024-10-14T00:14:01Z,-23.589594499999997,-46.508196,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45591,True,2024-10-14T00:13:57Z,-23.586019,-46.4950705,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45568,True,2024-10-14T00:14:26Z,-23.584741,-46.495041,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45483,True,2024-10-14T00:14:23Z,-23.585320749999998,-46.49509175,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
45557,True,2024-10-14T00:14:03Z,-23.584650874999998,-46.527735,,,21:14,3053-10,33741,2,METRÔ BELÉM,JD. ITÁPOLIS,7
48451,True,2024-10-14T00:14:10Z,-23.5398865,-46.431905,,,21:14,403A-10,2192,1,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,5
48825,True,2024-10-14T00:14:39Z,-23.5398865,-46.431905,,,21:14,403A-10,2192,1,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,5
48482,True,2024-10-14T00:14:37Z,-23.5398865,-46.431905,,,21:14,403A-10,2192,1,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,5
48177,True,2024-10-14T00:14:21Z,-23.556477375,-46.447955,,,21:14,403A-10,2192,1,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,5
48036,True,2024-10-14T00:14:12Z,-23.5398865,-46.431905,,,21:14,403A-10,2192,1,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,5
16340,True,2024-10-14T00:14:03Z,-23.461403500000003,-46.687287,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16424,True,2024-10-14T00:14:36Z,-23.526021999999998,-46.6689175,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16292,True,2024-10-14T00:14:22Z,-23.461403500000003,-46.687287,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16709,True,2024-10-14T00:14:27Z,-23.4615115,-46.6872865,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16205,True,2024-10-14T00:14:20Z,-23.461458,-46.687291,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16614,True,2024-10-14T00:14:35Z,-23.4608575,-46.687422,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
16411,True,2024-10-14T00:14:13Z,-23.5262215,-46.6723845,,,21:14,978T-10,33657,2,METRÔ BARRA FUNDA,JD. GUARANI,7
73430,True,2024-10-14T00:14:33Z,-23.698786,-46.7627765,,,21:14,7023-10,2152,1,TERM. STO. AMARO,JD. NAKAMURA,4
73954,True,2024-10-14T00:14:16Z,-23.698786,-46.7627765,,,21:14,7023-10,2152,1,TERM. STO. AMARO,JD. NAKAMURA,4
73486,True,2024-10-14T00:14:11Z,-23.694858,-46.76323225,,,21:14,7023-10,2152,1,TERM. STO. AMARO,JD. NAKAMURA,4
73417,True,2024-10-14T00:14:31Z,-23.698786,-46.7627765,,,21:14,7023-10,2152,1,TERM. STO. AMARO,JD. NAKAMURA,4
41579,True,2024-10-14T00:14:06Z,-23.5461345,-46.630341,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41512,True,2024-10-14T00:14:27Z,-23.6113085,-46.476020500000004,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41513,True,2024-10-14T00:14:21Z,-23.559776999999997,-46.52013825,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41531,True,2024-10-14T00:14:26Z,-23.58802425,-46.4905275,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41518,True,2024-10-14T00:13:56Z,-23.55490325,-46.52660075,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41535,True,2024-10-14T00:14:19Z,-23.546634500000003,-46.6300045,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41565,True,2024-10-14T00:14:25Z,-23.6131955,-46.476123,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41588,True,2024-10-14T00:14:07Z,-23.5648345,-46.51326,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41502,True,2024-10-14T00:14:03Z,-23.54609,-46.6307405,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41555,True,2024-10-14T00:14:18Z,-23.546634500000003,-46.6300045,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
41589,True,2024-10-14T00:14:13Z,-23.53901625,-46.6068375,,,21:14,2290-10,718,1,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,11
47116,True,2024-10-14T00:14:15Z,-23.5508795,-46.48185025,,,21:14,3718-10,33781,2,NOVA AMERICA,METRÔ ARTUR ALVIM,3
47716,True,2024-10-14T00:14:34Z,-23.541107,-46.4847105,,,21:14,3718-10,33781,2,NOVA AMERICA,METRÔ ARTUR ALVIM,3
47761,True,2024-10-14T00:14:39Z,-23.540547,-46.485232999999994,,,21:14,3718-10,33781,2,NOVA AMERICA,METRÔ ARTUR ALVIM,3
45302,True,2024-10-14T00:14:30Z,-23.56468325,-46.50561075,,,21:14,3791-10,33837,2,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,5
45539,True,2024-10-14T00:14:05Z,-23.544730375,-46.503462125000006,,,21:14,3791-10,33837,2,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,5
45370,True,2024-10-14T00:14:37Z,-23.5414835,-46.4843695,,,21:14,3791-10,33837,2,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,5
45044,True,2024-10-14T00:14:03Z,-23.564287,-46.50465749999999,,,21:14,3791-10,33837,2,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,5
45412,True,2024-10-14T00:14:18Z,-23.5638,-46.505301,,,21:14,3791-10,33837,2,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,5
31923,True,2024-10-14T00:14:26Z,-23.511128,-46.509549,,,21:14,2552-10,142,1,TERM. PQ. D. PEDRO II,VL. MARA,4
31919,True,2024-10-14T00:14:00Z,-23.532635749999997,-46.56256275,,,21:14,2552-10,142,1,TERM. PQ. D. PEDRO II,VL. MARA,4
31803,True,2024-10-14T00:14:35Z,-23.4962015,-46.4529215,,,21:14,2552-10,142,1,TERM. PQ. D. PEDRO II,VL. MARA,4
31925,True,2024-10-14T00:14:26Z,-23.54041625,-46.612528,,,21:14,2552-10,142,1,TERM. PQ. D. PEDRO II,VL. MARA,4
21247,True,2024-10-14T00:13:58Z,-23.4740875,-46.566756999999996,,,21:14,2161-10,33462,2,PÇA. DO CORREIO,PQ. EDU CHAVES,3
21246,True,2024-10-14T00:14:13Z,-23.5116835,-46.5867,,,21:14,2161-10,33462,2,PÇA. DO CORREIO,PQ. EDU CHAVES,3
21357,True,2024-10-14T00:14:21Z,-23.4740875,-46.566756999999996,,,21:14,2161-10,33462,2,PÇA. DO CORREIO,PQ. EDU CHAVES,3
45078,True,2024-10-14T00:14:28Z,-23.547545749999998,-46.565839499999996,,,21:14,3729-10,1026,1,METRÔ CARRÃO,SHOP. ARICANDUVA,4
45575,True,2024-10-14T00:14:37Z,-23.564021500000003,-46.5052175,,,21:14,3729-10,1026,1,METRÔ CARRÃO,SHOP. ARICANDUVA,4
45427,True,2024-10-14T00:14:06Z,-23.5847495,-46.522019,,,21:14,3729-10,1026,1,METRÔ CARRÃO,SHOP. ARICANDUVA,4
45166,True,2024-10-14T00:14:00Z,-23.567334000000002,-46.54185,,,21:14,3729-10,1026,1,METRÔ CARRÃO,SHOP. ARICANDUVA,4
36026,True,2024-10-14T00:13:56Z,-23.541091,-46.405587499999996,,,21:14,2705-10,917,1,METRÔ ITAQUERA,JD. FANGANIELO,3
36548,True,2024-10-14T00:14:36Z,-23.534235000000002,-46.452625999999995,,,21:14,2705-10,917,1,METRÔ ITAQUERA,JD. FANGANIELO,3
36068,True,2024-10-14T00:14:19Z,-23.5456135,-46.3931195,,,21:14,2705-10,917,1,METRÔ ITAQUERA,JD. FANGANIELO,3
31659,True,2024-10-14T00:14:20Z,-23.544535,-46.4103215,,,21:14,3063-10,33021,2,TERM. SÃO MATEUS,GUAIANASES,3
31753,True,2024-10-14T00:14:00Z,-23.544535,-46.4103215,,,21:14,3063-10,33021,2,TERM. SÃO MATEUS,GUAIANASES,3
31671,True,2024-10-14T00:14:17Z,-23.5921575,-46.417601875,,,21:14,3063-10,33021,2,TERM. SÃO MATEUS,GUAIANASES,3
41583,True,2024-10-14T00:14:32Z,-23.53902,-46.554071375,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41775,True,2024-10-14T00:14:35Z,-23.581245000000003,-46.498608000000004,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41807,True,2024-10-14T00:14:05Z,-23.593412875000002,-46.488488499999995,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41505,True,2024-10-14T00:14:35Z,-23.612419000000003,-46.475869,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41596,True,2024-10-14T00:14:12Z,-23.519146499999998,-46.5474605,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41803,True,2024-10-14T00:14:17Z,-23.5186855,-46.5468855,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
41577,True,2024-10-14T00:14:16Z,-23.538593,-46.554843,,,21:14,342M-10,33515,2,TERM. PENHA,TERM. SÃO MATEUS,7
55247,True,2024-10-14T00:14:13Z,-23.536963,-46.563204,,,21:14,414P-10,1105,1,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL,3
55355,True,2024-10-14T00:14:25Z,-23.610801000000002,-46.5299455,,,21:14,414P-10,1105,1,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL,3
55133,True,2024-10-14T00:14:13Z,-23.5491005,-46.565471625,,,21:14,414P-10,1105,1,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL,3
22033,True,2024-10-14T00:14:35Z,-23.4349075,-46.581235,,,21:14,1772-10,635,1,METRÔ TUCURUVI,JD. FILHOS DA TERRA,2
22038,True,2024-10-14T00:14:19Z,-23.454386,-46.589469,,,21:14,1772-10,635,1,METRÔ TUCURUVI,JD. FILHOS DA TERRA,2
66009,True,2024-10-14T00:14:01Z,-23.8017185,-46.627341,,,21:14,6L11-10,33935,2,TERM. GRAJAÚ,ILHA DO BORORÉ,5
66867,True,2024-10-14T00:14:22Z,-23.8015465,-46.6276715,,,21:14,6L11-10,33935,2,TERM. GRAJAÚ,ILHA DO BORORÉ,5
66937,True,2024-10-14T00:14:18Z,-23.76300646875,-46.65440034375,,,21:14,6L11-10,33935,2,TERM. GRAJAÚ,ILHA DO BORORÉ,5
66012,True,2024-10-14T00:14:01Z,-23.76300646875,-46.65440034375,,,21:14,6L11-10,33935,2,TERM. GRAJAÚ,ILHA DO BORORÉ,5
66479,True,2024-10-14T00:14:37Z,-23.8017185,-46.627341,,,21:14,6L11-10,33935,2,TERM. GRAJAÚ,ILHA DO BORORÉ,5
32745,True,2024-10-14T00:14:03Z,-23.485104,-46.384288999999995,,,21:14,3902-10,34238,2,CPTM GUAIANASES,CPTM JD. ROMANO,4
32117,True,2024-10-14T00:14:34Z,-23.484951000000002,-46.38398325,,,21:14,3902-10,34238,2,CPTM GUAIANASES,CPTM JD. ROMANO,4
32126,True,2024-10-14T00:14:29Z,-23.484951000000002,-46.38398325,,,21:14,3902-10,34238,2,CPTM GUAIANASES,CPTM JD. ROMANO,4
32097,True,2024-10-14T00:14:18Z,-23.5060585,-46.4113515,,,21:14,3902-10,34238,2,CPTM GUAIANASES,CPTM JD. ROMANO,4
47662,True,2024-10-14T00:14:34Z,-23.549351875,-46.427646,,,21:14,3766-51,35343,2,METRÔ ITAQUERA,COHAB II,4
47762,True,2024-10-14T00:14:13Z,-23.542434,-46.471034,,,21:14,3766-51,35343,2,METRÔ ITAQUERA,COHAB II,4
47188,True,2024-10-14T00:14:16Z,-23.54929825,-46.4282355,,,21:14,3766-51,35343,2,METRÔ ITAQUERA,COHAB II,4
47037,True,2024-10-14T00:13:57Z,-23.532731,-46.4409,,,21:14,3766-51,35343,2,METRÔ ITAQUERA,COHAB II,4
73440,True,2024-10-14T00:14:36Z,-23.684932500000002,-46.775504,,,21:14,7022-10,34852,2,TERM. STO. AMARO,JD. CAIÇARA,3
73419,True,2024-10-14T00:14:36Z,-23.6846345,-46.774408,,,21:14,7022-10,34852,2,TERM. STO. AMARO,JD. CAIÇARA,3
73413,True,2024-10-14T00:14:22Z,-23.670501,-46.767642,,,21:14,7022-10,34852,2,TERM. STO. AMARO,JD. CAIÇARA,3
63326,True,2024-10-14T00:14:33Z,-23.631331000000003,-46.669073,,,21:14,5652-22,35284,2,PQ. IBIRAPUERA,JD. IV CENTENÁRIO,4
63328,True,2024-10-14T00:14:21Z,-23.705970999999998,-46.68866,,,21:14,5652-22,35284,2,PQ. IBIRAPUERA,JD. IV CENTENÁRIO,4
63329,True,2024-10-14T00:14:37Z,-23.714287749999997,-46.68979575,,,21:14,5652-22,35284,2,PQ. IBIRAPUERA,JD. IV CENTENÁRIO,4
63340,True,2024-10-14T00:14:22Z,-23.721926,-46.695498,,,21:14,5652-22,35284,2,PQ. IBIRAPUERA,JD. IV CENTENÁRIO,4
31651,True,2024-10-14T00:13:55Z,-23.5216,-46.4253885,,,21:14,2523-10,250,1,TERM. A. E. CARVALHO,VL. PROGRESSO,2
31512,True,2024-10-14T00:14:20Z,-23.5182095,-46.475659,,,21:14,2523-10,250,1,TERM. A. E. CARVALHO,VL. PROGRESSO,2
45510,True,2024-10-14T00:14:29Z,-23.6221715,-46.4434945,,,21:14,3069-10,33752,2,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,5
45746,True,2024-10-14T00:14:38Z,-23.60662525,-46.41692075,,,21:14,3069-10,33752,2,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,5
45018,True,2024-10-14T00:14:12Z,-23.606985,-46.416852500000005,,,21:14,3069-10,33752,2,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,5
45727,True,2024-10-14T00:14:33Z,-23.60662525,-46.41692075,,,21:14,3069-10,33752,2,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,5
45369,True,2024-10-14T00:14:12Z,-23.60662525,-46.41692075,,,21:14,3069-10,33752,2,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,5
61342,True,2024-10-14T00:14:02Z,-23.7374635,-46.697805,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
61644,True,2024-10-14T00:14:31Z,-23.7374635,-46.697805,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
61661,True,2024-10-14T00:14:20Z,-23.7374635,-46.697805,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
61663,True,2024-10-14T00:14:30Z,-23.683534,-46.69094225,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
61665,True,2024-10-14T00:14:08Z,-23.7374635,-46.697805,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
61330,True,2024-10-14T00:14:05Z,-23.7374635,-46.697805,,,21:14,5630-10,78,1,METRÔ BRÁS,TERM. GRAJAÚ,6
85719,True,2024-10-14T00:14:26Z,-23.6172295,-46.720997,,,21:14,6412-10,33538,2,PAULISTA,PARAISÓPOLIS,1
31630,True,2024-10-14T00:14:26Z,-23.5110255,-46.499927,,,21:14,1177-10,32897,2,LUZ,TERM. A. E. CARVALHO,1
77505,True,2024-10-14T00:14:16Z,-23.654157,-46.7105825,,,21:14,669A-10,4,1,TERM. PRINC. ISABEL,TERM. STO. AMARO,5
77504,True,2024-10-14T00:14:06Z,-23.569919,-46.6467885,,,21:14,669A-10,4,1,TERM. PRINC. ISABEL,TERM. STO. AMARO,5
77400,True,2024-10-14T00:14:00Z,-23.53471425,-46.64500699999999,,,21:14,669A-10,4,1,TERM. PRINC. ISABEL,TERM. STO. AMARO,5
77500,True,2024-10-14T00:14:25Z,-23.62766125,-46.68821275,,,21:14,669A-10,4,1,TERM. PRINC. ISABEL,TERM. STO. AMARO,5
77502,True,2024-10-14T00:14:22Z,-23.654157,-46.7105825,,,21:14,669A-10,4,1,TERM. PRINC. ISABEL,TERM. STO. AMARO,5
48737,True,2024-10-14T00:14:35Z,-23.5591285,-46.5674245,,,21:14,407R-10,34969,2,METRÔ BELÉM,TERM. VL. CARRÃO,2
48865,True,2024-10-14T00:13:58Z,-23.557861,-46.522673,,,21:14,407R-10,34969,2,METRÔ BELÉM,TERM. VL. CARRÃO,2
10216,True,2024-10-14T00:13:55Z,-23.49572325,-46.73643975,,,21:14,958P-10,33233,2,VL. OLÍMPIA,JD. NARDINI,2
10225,True,2024-10-14T00:14:36Z,-23.4805275,-46.7583235,,,21:14,958P-10,33233,2,VL. OLÍMPIA,JD. NARDINI,2
61412,True,2024-10-14T00:14:15Z,-23.8623475,-46.7127275,,,21:14,6091-10,33943,2,TERM. STO. AMARO,VARGEM GRANDE,5
61299,True,2024-10-14T00:14:18Z,-23.8595135,-46.713699000000005,,,21:14,6091-10,33943,2,TERM. STO. AMARO,VARGEM GRANDE,5
61418,True,2024-10-14T00:14:24Z,-23.862347500000002,-46.712974,,,21:14,6091-10,33943,2,TERM. STO. AMARO,VARGEM GRANDE,5
61403,True,2024-10-14T00:13:58Z,-23.771057,-46.718817,,,21:14,6091-10,33943,2,TERM. STO. AMARO,VARGEM GRANDE,5
61437,True,2024-10-14T00:14:07Z,-23.753706,-46.7115515,,,21:14,6091-10,33943,2,TERM. STO. AMARO,VARGEM GRANDE,5
48628,True,2024-10-14T00:14:15Z,-23.6006425,-46.3996595,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
48620,True,2024-10-14T00:14:15Z,-23.60109525,-46.39926,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
48627,True,2024-10-14T00:13:54Z,-23.600533,-46.39975,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
48624,True,2024-10-14T00:14:38Z,-23.54953775,-46.46202675,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
48634,True,2024-10-14T00:14:12Z,-23.594952874999997,-46.428407,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
48626,True,2024-10-14T00:14:28Z,-23.588985,-46.408651,,,21:14,3539-10,33516,2,METRÔ BRESSER,CID. TIRADENTES,6
55116,True,2024-10-14T00:13:59Z,-23.613441625,-46.503625625,,,21:14,4029-10,1099,1,TERM. VL PRUDENTE,SÃO MATEUS,4
55453,True,2024-10-14T00:14:08Z,-23.5853255,-46.583017,,,21:14,4029-10,1099,1,TERM. VL PRUDENTE,SÃO MATEUS,4
55377,True,2024-10-14T00:14:23Z,-23.57984575,-46.57058525,,,21:14,4029-10,1099,1,TERM. VL PRUDENTE,SÃO MATEUS,4
55413,True,2024-10-14T00:14:15Z,-23.608943,-46.477615,,,21:14,4029-10,1099,1,TERM. VL PRUDENTE,SÃO MATEUS,4
81156,True,2024-10-14T00:14:25Z,-23.5850915,-46.811256,,,21:14,778R-10,509,1,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,4
81526,True,2024-10-14T00:14:38Z,-23.57180625,-46.697193,,,21:14,778R-10,509,1,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,4
81260,True,2024-10-14T00:14:11Z,-23.53506275,-46.644746999999995,,,21:14,778R-10,509,1,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,4
81522,True,2024-10-14T00:14:08Z,-23.585718,-46.805552500000005,,,21:14,778R-10,509,1,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,4
45594,True,2024-10-14T00:14:15Z,-23.5747215,-46.5448855,,,21:14,3053-10,973,1,METRÔ BELÉM,JD. ITÁPOLIS,5
45504,True,2024-10-14T00:14:18Z,-23.5919345,-46.50174,,,21:14,3053-10,973,1,METRÔ BELÉM,JD. ITÁPOLIS,5
45590,True,2024-10-14T00:14:20Z,-23.544050749999997,-46.586432,,,21:14,3053-10,973,1,METRÔ BELÉM,JD. ITÁPOLIS,5
45467,True,2024-10-14T00:14:18Z,-23.552929499999998,-46.577926,,,21:14,3053-10,973,1,METRÔ BELÉM,JD. ITÁPOLIS,5
45677,True,2024-10-14T00:14:26Z,-23.585147999999997,-46.494602,,,21:14,3053-10,973,1,METRÔ BELÉM,JD. ITÁPOLIS,5
63311,True,2024-10-14T00:14:24Z,-23.659776,-46.70702375,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
63042,True,2024-10-14T00:14:27Z,-23.827683,-46.730169000000004,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
63051,True,2024-10-14T00:14:18Z,-23.6542045,-46.71011,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
63003,True,2024-10-14T00:14:35Z,-23.7171235,-46.70471,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
63060,True,2024-10-14T00:14:36Z,-23.779829,-46.724846,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
63055,True,2024-10-14T00:14:13Z,-23.764891499999997,-46.716797,,,21:14,6000-10,33908,2,TERM. STO. AMARO,TERM. PARELHEIROS,6
72046,True,2024-10-14T00:14:38Z,-23.68466,-46.799467,,,21:14,6825-10,32782,2,TERM. CAPELINHA,VALO VELHO,1
25185,True,2024-10-14T00:13:57Z,-23.537806500000002,-46.615592250000006,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25166,True,2024-10-14T00:14:05Z,-23.438595499999998,-46.581321,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25162,True,2024-10-14T00:14:30Z,-23.479546,-46.611454,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25187,True,2024-10-14T00:14:39Z,-23.438654999999997,-46.581126499999996,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25171,True,2024-10-14T00:14:22Z,-23.438504,-46.582213,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25065,True,2024-10-14T00:14:26Z,-23.438558999999998,-46.581469,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25177,True,2024-10-14T00:14:38Z,-23.438558999999998,-46.581469,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
